Ulasan,Rating,Membantu
"allhmdulilah,, paketnya udh smpay bentuknya kcil mungil tpi suaranya pas dcb buat karokean aku langsung suka pokonya oke bngt suaranya tokonya jg amanah prtahankan trs da... ",5,0
Belum di coba masih di cas tpi micnya ko yg satu gak nyala waktu di cas,3,0
"pesen nya kemarin, nyampe nya sekarang, bener bener cepet banget. udah gitu bagus pula, kurir nya juga ramah + dapet buku panduan juga.. bestt bngtt",5,0
"Barang bagus banget, suaranya jga bagus. Tapi syg mic-nya nggak nyalah😥",3,0
Bagus barang nya suara bagus jernih udah beli 2×🤩 CUMAN KURIR NYA YA GAK SOPAN TOLONGG INI MAH🙏🏻,3,0
"baguss, suarapun enak walau lagi serak serak basah🤭🤭",5,0
"Akhirnya datang juga, wuis keren ....sesuai harapan,cocok dengan yg dipesan, terimaksih resseler.., semoga semakin laris manis jualannya & amanah terus y..",5,0
"Kualitas pengerjaan: Lumayan lah ,, untuk harga sesuai kwalitas nya",5,0
"Paketku udah sampai & aku terima dalam kondisi baik semua👍🏻
Performa: Bagus👍🏻
Dengan harga segitu udah dapat barang sebagus ini, mantap banget👍🏻
Terima kasih Ow... ",5,0
Mic 1'nya gk berfungsi 🥺 tp suara kenceng,3,0
Paket da dateng tapi sayang ces sax g ada tpi salon dan mikx bagus cuman cesana g ada dan paket bukusax terbuka ....,3,0
Kualitas pengerjaan: Sangat baik dan aman,5,0
"Alhamdulillah paket sampai dengan selamat,berfungsi dengan baik,bagus terimakasih",5,0
Langsung di carger tp blm di coba suaranya...,5,0
Paket udah di Terima. Sesuai pesanan. 1 barng keren habis. 👍pengiriman cepat. 👍kurirnya baik ramah 🙏. Semoga selernya tambah baik rezekinya dan sukses Terima kasih🙏,5,0
Barang bagus mendarat dengan selamat tapi Mic nya mati satu ka😭 di cas pun gak ada idup sama sekali,4,0
"Mf Baru kasih ulasan 
Pengiriman cepat kondisi barang sesuai bagus suara jernih ga nyesel si murah tapi ga murahan pokonya mantap 👍",5,0
Packing rapi.. sesuai pesanan.tp kenapa speakernya seperti bekas pakai..pada lecet dan berdebu..entah..di sini yang nakal siapa?? Tapi masih bisa dipergunakan.,4,0
Bagus bgt y ampun rekomended bgt ank q suka,5,0
"Kejernihan lensa: Alhamdulillah gak ada cacat suaranya bagus ngebas
Kualitas pengerjaan: Ok gak nyesel pesen di sini",5,0
speaker bluetooth sudah datang barang aman cuman belum nyala masih di cas speaker bluetooth nya terimakasih toko  tiktok shop dan terima kasih juga selle makasih buat ban... ,5,0
"Kejernihan lensa: bagus
Kualitas pengerjaan: rapih
Performa: sangat baik
bagus banget speaker karaoke nya harga segitu dapat kualitas bagus suka pokok nya mah jadi tiap h... ",5,0
"Alhamdulillah sudah sampai.
Semuanya berfungsi dengan baik tapi ada lecetnya sedikit tapi gak papa semoga awet.",5,0
"speakernya copot anjir, mic nya dua duanya ga nyala! udah di cas lebih dari 6 jam dan kabelnya beda beda tetep ga nyala. pas lapor ke admin jawaban nya ngulang ngulang te... ",1,0
"Barang nya bagus baru sampai,, tapi belum di coba semoga sesuai",4,0
"Produk lampu nya, nga nyala tombol volume di mic,nga berpungsi",2,0
"Barang sampai dengan selamat, mic yg 1 ga bisa nyala, pas mau di cas kabel kebakar, mau tambahin video pas kebakar tpi ga bisa, sumpah ini mah ga bohong, kabelnya knpa ke... ",2,0
"Barang sudah sampai sesuai pesanan,,suara juga ake,,berfungsi semua.",5,0
"Allhamdulillah paketnya sudah sampai, semuanya berfungsi dengan baik,
Speker + 2 mic hidup semua.. packing bagus aman 
Pengiriman juga cepat
Rekomendasi untuk yang lain",5,0
"Alhamdulillah paket dh sampai tapi sayang blm bisa nyala skrng LG TK cas dulu mudah""n nanti menyala",3,0
Bagus cman magnya yng stu engga hidup rusak berfungsi cman stu,4,0
"Paket sudah datang, tapi mic nya gak nyala gak tau abis batre gak tau gimna, aku coba cas dulu mudah2an nyala",2,0
"Barang lengkap, pengirimannya cepat, suaranya jernih, micnya juga berfungsi baikk",5,0
Boleh berfungsi dgn semestinya. Hihihihi cantik rekomen ya gaess🧡🧡,5,1
"Barangnya sesuai gambar,mungil lucu .suaranya lumayan besar,pengiriman cepet.",5,0
Suara jernih dan Baik..Hanya saja mic yg satu mati 😬 😬 tidak hidup dan pas di cas tidak bisa juga,4,0
"Kejernihan lensa: Baik
Kualitas pengerjaan: Baikk
Performa: Baik
Mantapp saya kira mic nya rusak ternyata harus di cas dulu 1 jaman , lebih lama lebih awett oke mantap su... ",5,0
"Kejernihan lensa: Lampunya keren
Kualitas pengerjaan: Imut2 tp suaranya seruu
Performa: Kerennn, ini bisa jadi hiburan buat bocil",5,0
barang sampek dan berfungsi normal,5,0
Allhamdulillah barang mndarat dgn selamat gak pecah gak minus mksih seller.mic jernih dan jls,5,0
beneran dach speaker blouetoothnya kecil2 cabe rawit suaranya bagus  ngebas lg  sukses buat tokonya makasih jg buat abg kurir,5,0
"bagus banget barangnya sesuai,suaranya enak di dengar,kecil2 cabe rawit ini maa...",5,0
"Kejernihan lensa: Suara nya bagus jernih
Kualitas pengerjaan: Sangat mudah di gunakan suara speaker bisa di rubah2 unik
Tokonya ramah , chat selalu di balas dan pengirima... ",5,0
"sangat di sayang kan,,pesan yg 2 mic,untuk 2 ank. tau"" nya cuma satu mic yg berfungsi.. sangat kecewa..",2,0
"barang bagus suara jernih lengkap, pengiriman cepat, packing rapih pertahanin minnnn💋💋",5,0
Bagusssss. Belom di coba cek sound nya . Tapi ini mic satunya dicas belom bisa. Gk ada tanda lampu merah menyala nya,5,0
"Paket sudah sampai, semua normal mic berfungsi speaker berfungsi kemasan rapi 👍🏻👍🏻",5,0
Menurut aku ini bas nya kurang kenceng volumenya jga tpi suaranya nyaring gpp deh daripada g pnya speaker makasih ka,4,0
Barang real pick.. Tapi kog sayang baru di pakai batre cepet habis,4,0
"Bagus suaranya keras bening,,nga kecewa deh👍👍👍",5,0
Tadi lupa cara idupin ny gmna ternyata pnct tombol on/of agak lama dikit,5,0
"Pengiriman cpt , kurir baik , suara ngebass, mic berfungsi dg baik 
Tpi agak kecewa ada yg retak bagian bawah .....",4,0
KK suara music y kok GK masuk y blutut y udh masuk di hp ku pun udh masuk tp suara di lespeker y GK ad mic y idup 22 cmn suara lagu y aj yg GK masuk,4,0
Suara nya lumayan ngebass tapi mix nya mati GK nyala,5,0
"Kejernihan lensa: Baik
Kualitas pengerjaan: Sangat bagus bekerja dengan baik
Performa: Bagus",5,0
"Barangnya udh sampe, bagus gak ada yg lecet, semuanya juga nyala",5,0
"beneren bagus bgt suaranya d cobaa, bassnya kedengeran ... suaranya jernih jelas, top bgtt, Alhamdulillah dapet harga promo 20 an ...",5,0
Bagus brng nya sesuai suara speker nya berpungsi dengan baik mksih seller,5,0
"Suara jernih nih ,mic nya jga ngebas ok banget pokok nya",5,0
Alhamdulillah brng smpai dngn baik sesuai dngn pesenan.suara lumayan bagus lh dngn hrga sht.mic nya Alhamdulillah nyala semua.sya puas smg awet,5,0
"Suka sangat realpict puas bgt suara jg enak, thx seller",5,0
"Tadiny sempat kecewa krna mic ny tdk menyala dan aq chat sellerny trus alhmdulillah skrng sdh bisa, ni tokony bener2 amanah bngt dan respony jg cpt blsny.. Smoga makin la... ",5,0
"bagus banget harga murah, kualitas bagus, ceoet lagi datang pesenannya",5,0
"baik tidak ada kerusakan, pengiriman lumayan cepat, layanan seller baik, kurir ramah, packingan aman, semoga sukses selalu 👍",5,0
bagus aman cuman mix nya belum nyalah aku coba mungkin batre nya habis,5,0
"Kualitas pengerjaan: Bagus alhamdulillah.
Suara bagus🤩",5,0
Untuk microphone nya kok tidak bisa nyala ya,4,0
Cepat banget yg dteng ke marin yg co nyampek y tdi siang semua berfungsi Tampa ada kendala langsung di coba enak😁😁,5,0
Agus suarara barang bangus mantap suara bagua,5,0
baguss suranya kenceng bgtt full bass enak di dengerr mic nya jg mayan bagus suaranya bisa gonta ganti jdi lucuuu🥰🤭👍,5,0
"Barang udah sampe Peking keren.. Hanya ada satu kekurangan.. Mic nya gak bisa di pake, suara gak masuk ke speaker.. Mohon kalo mau kirim di cek satu persatu ya ka biar ga... ",3,0
Pket dh sampai dngan baik pengemasan rapih,5,0
"Alhamdulillah barang nya udh smpe,TPI blm d coba,nnti baru d coba mudh""an hasil barang nya bagus",5,0
Punya ku mic ny satu gak nyala udah di cas gak bisa lmpu ny juga gak nyala,3,0
"Ok kak mantap. Tapi kaya tidk ngebas ya... 
Kemarin coba punya tetangga agak ngebas suaranya.",5,0
speaker dgn harga segini sudah cukup memuaskan! thankyou,5,0
Barang nya bagus gak ada yg cacat semua berpungsi dengan baik 👍👍👍,5,0
Terimakasih paket nya udah sampai dan barang sesuai pesenan .. dan bagus banget ga kecewa beli disini .. terimakasih toko dan kurir nya ..🙏🏻🙏🏻🥰,5,0
Butuh mix nya tpi maalah g nyala😭,4,0
Pengiriman ke ambon tapi mic satunya ga bisa nyala yg satunya bisa .. kecewa sih tapi ya sudah lah lain kali kalau mau pengiriman tolong dicek dlu mic nya🙏🏻,3,0
"Kejernihan lensa: Oke
Kualitas pengerjaan: Oke
Performa: Oke",5,0
"Performa: Mantul banget
Toko amanah
Cepat chekout barang kualitas nya mantap",5,0
"Kejernihan lensa: Ok
Kualitas pengerjaan: Slernya sangat ramah dan ramah den komitmen
Sangat baik 👍👍👍👍👍👍👍🙏
Performa: Ok",5,0
Paket udh Dateng dan lengkap aman..smg berfungsi dengan baik,5,0
Barang bagus cukup puas mantap pokoknya untuk resellernya,5,0
Bagus pengemasan juga aman berpungsi dengan baik,5,0
Barangnya bagus real pick tapi blm fi coba semoga sesuai sama,4,0
"Performa: Baik
Kualitas pengerjaan: Bagus
Kejernihan lensa: Baik",5,0
"Alhamdulillah sudah nyampek tp mic nya yg gak bisa kak 🙏🏻 dan sudah saya cas seharian lohhh spiker okey 
 Hanya di mic yg belum conek",4,0
Mic nya gk bunyi di pencet lampunya gk nyala.,3,0
"Kecewa sih..suara speaker nya pelan bas nya jga kurang..
Trus mic nya gk nyala meskipun udah d cas jga..
Kapok belanja d sni",3,0
"Lagi galau pngen nyanyi jadinya beli speaker+mic cakeppp👍cuma bergema aja overall bagussss buat nyanyi pas galau,,🤣😭",5,0
Mantap suarany kecil2 cabe rawit❤❤❤,5,0
"Alhamdulillah uda sampek meski lama dikit
Hasil puas
Thx uda amanah reseller nya",5,0
"Saya sangat puas dengan produk nya barang bagus sesuai pesanan,Semoga laris terus 🙏",5,0
"Bagus bgtt, walaupun awalnya g ngerti ama buku panduannya..",5,0
Paket udh nyampek puas banget sesuai gambar bungkusnya jg rapih banget terima kasih semoga sukses dan amanah👍👍,5,0
"sumpah ga nyesel ternyata sebagus ini warna biru nyaa suka bangetttt dehhhh kak, terima kasih😊",5,0
"Paket sudah sampai, sesuai dengan yg di pesan dan berfungsi dngn baik, semoga awet",5,0
"Pesanan sudah sampai dengan cepat, alhamdulillah bagus normal semua. Semoga awet ya...

Langsung dicoba sm anak buat nyanyi 🤩🤩🤩",5,0
"Kejernihan lensa: Baik
Kualitas pengerjaan: Baik",5,0
"Paketnya udh smpai kak,, makasih hehe udah dicoba bisa nyala...",5,0
Alhamdulilah paket nya udh sampe dan cepet banget jdi suka banget sama spikernya🥰,5,0
cakep banget ternyata warna nya juga lucuu pink packingan nya juga aman gaada kerusakan sama sekali   🫰🏻🫰🏻,5,0
Alhamdulillah paket nya sudah sampai.. bagus dan berkualitas berpungsi dengan baik Alhamdulillah ga ngecewain,5,0
Terimakasih suka banget mungil lucu bagus banget ...pengiriman cepat..sukses selalu kak ..,5,0
"Barang nya sudah smpe cepet bngt baru kemrn pesen udh smpe aja bagus bngt 
Abng kurir nya ramah dan amanah terimakasih",5,0
"alhmdulilaah speakernya udh dateng blm di coba,mudah2'n bner bagus,trima kasih🤭🙏",5,0
"Mantuull bisa karokean tiap hari🥰
Barang berfungsi dengan baaik..
Makasih admin, 🫰🫰",5,0
Bagus dg harga segini. Tp mkin lebih jernih yg harga nya mahal x ya.,5,0
"Barang sesuai dgn pesanan,kurir ramah n Toko Amanah 👍👍",5,0
"Alhamdulillah paket sudah sampai  terimakasih,,kurir nya juga baik ,,suaranya mantuull pokoknya",4,0
gimana ni paket baru datang  udh di cas  jugak gak bisa hidup musik dan mic nya kalau rusak jangan di jual lhaaa bozz  bener bener nyeles belik di toko ini,1,0
"Speakernya tak Bisa Di cas,Sudah Di suruh ganti Kabel pun tak bisa.
Yang bisa di Cas Cuma Mic nya saja
Sayang sekali cuma 1 jam saja terpakai.
Tidak ada solusi dari Admin... ",1,0
Kejernihan lensa: jelas dan bagus sesuai prsanan,5,0
Gimna si ini mic nya malah mati di cas pun lampunya gak nyala padahal salonya mh idup,2,0
"Alhamdulillah udh nyampek tadi kurirnya ngasih 2 padahal aku messen 1 ,tapi Alhamdulillah kurirnya baik ,dan speaker nya baguuuusssss banget suaranya bestttrtt",5,0
"Speaker berfungsi tapi mic nya tidak berfungsi, lampu mic nya nyala tapi GK konek ke speaker setelah liat VT vt org suruh di buka dalam mic nya Yap betul punya ku beda ga... ",3,0
Barang nya ada rusak nya baru jugak di bukak mic nya jugak ngk bisa nyala satu,1,1
"Alhamdulillah akhirnya paketan mendarat dengan baik,semoga aja awet ea gaes maaf baru kasih ulasan karna di test dulu berfungsi dengan baik apa g 🤭🤣",5,1
"Mic nya dah berkali kali di cas, sesuai arahan adminya ngecas 4-6 jam tp malah suaranya ke ubah2 sendiri 😭",2,0
"Yg dikirim barang rusak micnya tdk bisa nyala suara speakernya mendem dan cepat lowbet,pengirimannya sangat lambat jujur sya kecewa banget",1,0
"Sesuai dengan di gambar makasih kak,pengiriman aman dan kurir ramah",5,0
"dari pertama beli gak bisa hidup kalo ga di cas, dan pas di cas pun hidup tapi tibatiba berhenti sendiri. barang yg dikirim ini emang barang rusak ku rasa. kalo gak niat... ",1,0
Mix ga nyala satu udh di coba di cas tetep ga nyala tpi yg satu nya nyala dan suara nya pun ga kenceng sudah chat admin ga ada respon,1,0
"Kejernihan lensa: 👍
Kualitas pengerjaan: 👍 mantap 💪 semangat semangat",5,0
Suaranya jelek suara nya mendem nyeselll banget yg lain pada bagus tolong dong,2,0
Gak bisa dipake sama sekali... Udah di cas tetep aja malah suaranya kyak gitu.. Barangg rusak gausah dijual dong minn...,1,0
"Mic nya yg satu tidak bsa d cas n tdk bs nyala.toko TDK amanah,BRG rusak kok dkrim",2,0
"Tokoh gk amanah, barang tidak berfungsi, mix tidak berfungsi mati, mengecewakan",1,0
Kecil mungil mantab bngt lumayanlah buat mainan anak2,5,0
Kejernihan lensa: Bagus banget,5,0
"Di cas kok gak hidup ya kk lampu nya.. 
Kyk nya rusak yg di kirim",2,1
"Speaker nya TDK bisa di gunakan,tidak ada suara sama sekali cm lampunya aja yg hidup",1,0
"Payah mic satunya mati
Gmn nii min...sengaja cek out yg 2 mic malah mic satunya mati",2,0
Baguss berpungsi dengan baik.. Harga segituu,5,0
"baguss poll sukaa, the best pokoknya makasih seller end kurir🤩👍",5,0
Pengiriman kemasan lumayan bagus cm di syg kan pas begitu mau di coba barang nya gk mau hidup,1,0
"Speaker nya bagus cuman mic nya tidak berfungsi jdi tidak dapat karaokean 🤦🏻‍♀️😔😭 jadi saya tidak puas dan kecewa saya kasih bintang 2
Kejernihan lensa: Bagus
Kualita... ",2,0
"Mikrofon satu nya rusak dan satunya lagi baik"" aja trus gimn ini kok kirim barangnya yng rusak satu si kk",1,0
"Maaf aku kasih bintang 1 krna bener"" Kecewa micnya mati 1 suara gak bagus",1,0
Barang nya bangus cuman minusnya kenapa ga ada mic nyaa,2,0
"Bagus,berfungsi dengan baik,Semoga awet",5,0
maaf baru kasih ulasan toko ny amanah relpik Poko ny bgs bngt 🙏,5,0
Bagus,5,0
"Alhamdulillah, udah nyampe paketnya,,suka bangett kualitas ok,,, pokoknya top👍👍👍❤",5,0
Mantap packing rapih kualitas oke,5,0
Packing nyaa tidak rapih sehingga barang nya datang tidak dgn kondisi baik,1,0
"suaranya jernihhhhh, keren pokonyaa!!",5,0
Barang bagus packaging rapi semoga awet,4,0
"Mani bagus bangetttt,,wortit bangetttt
Aku mau co lagiii 💞❣️❣️❣️❣️",5,0
Cantik imut suara luman kencang mksi,5,0
Paket SDH sampai dengan aman dan sesuai dengan pesanan,5,0
"Paket dah sampai alhamdulillah
Moga awet yaa, buat klo lgi sndiri di rumah.....",5,0
Barang sesuai mntap pecking rapih,5,0
Mic tidak bisa hidup di cas jga GK bisa,1,0
"Barangnya sudah saya terima 
Sesuai pesanan 🫡",5,0
"Realpick,suara bagus, tapi batrenya ga begitu awet di cas 3 jam di pakai 2 jam habis batrenya",5,0
"Barang sesuai deskripsi, suaranya bagus nge bass",5,0
Sengaja kasih ulasan Bru d pake sekali..tombol alot semua rusak ga bisa nyala saking alotnya tombol dan sudh ga bisa d pake ga fungsi alias buang duit,5,0
kecil² cabe rawit kenceng juga suaranya alhamdulillah anak seneng bgt di tes ke dua mic hidup dan conect mantap,5,0
"Sangat imut dan suara Oke,, berfungsi dengan baik",5,0
"untuk suara bagus sesuai dengan harga
tapi sayang barang nya banyak lecet
untuk mic aman",4,0
"Barang sangat bagus,semoga amet",5,0
"Alhamdulillah paket sudah nyampai barang bagus sesuai pesanan,suara tidak diragukan lagi..toko amanah..tadinya saya bingung cara pengoperasionalnya karena pakai bahasa ci... ",5,0
Barang bagus sesuai kualitas bagus jernih. Suara baik,4,0
"Barang sampai dengan selamat, packing aman. Tapi satu mic belum bisa nyala. Udah dicharge 30 menit belum bisa nyala juga. Mic yg satunya aman.",5,0
Bagus tapi sayang micnya mati satu ga bisa dicas juga ga idup,4,0
Produk rusak...volume suara kecil..dan ada bunyi kresek2,4,0
"Performa: Berfungsi dengan bagus semua nya, mic nya dua” nya oke, speaker nya juga bisa di pairing ke hp, niat beli buat anak ku aja buat dia ngoceh” tapi aku pun senang... ",5,0
"Barang sesuai dan berfungsi sebagaimana mestinya,spekernya kecil tetapi kencang dan ngebas enak di kuping,packing aman,terimakasih...",5,0
"Kejernihan lensa: Jernih
Kualitas pengerjaan: Baik
Kecil"" cabe rawit, bagus suaranya, ga nyesel beli, pengiriman cepet",5,0
Barang bagus,5,0
"Kejernihan lensa: Bagus
Kualitas pengerjaan: Bagus
Performa: Baik
Paket berfungsi dengan baik👍tapi ada lecet sedikit. Terimakasih 🥰",5,0
"Jernih suaranya
Kualitas pengerjaan: Bagus
Performa: Ok semuanya bagus packing super aman ..tak ada yang rusak, sudah cek ok semua tak ada kekurangan,terimakasih seller",5,0
Mantap suara jerni tapi batreinya kurang awet,5,0
"Bagus, semuanya berfungsi,, uda dibanting beberapa kali mic nya sama si bocil tp masi berfungsi",5,0
"Sesuai harga,bass nya nendang
Minus mic nya mati 1",4,0
Alhamdulillah sudah sampai dengan baik dan amanah terimakasih seller ❤️❤️😍😍,5,0
"sebenarnya bagus cuma mic nya ga nyala, uda di cas pun masih sama, trs suara speakernya kresek"" ga jernih",4,0
"Semua Aman, okelah pokok nya, 
Emg bener diawal kalo ngecas mik nya harus pake cas HP yg punya daya besar cepat dia kalo pake cas bawaan lama hidup lampu nge cas mik nya",5,0
"Paket di terima dengan baik dan tidak ada yg rusak, speaker dan mic nya suaranya yaa lumayanlah bagus buat hiburan di rumah sama anak..👍🏻",5,0
"Pengiriman cepat , semuanya berfungsi
Tp sayang mic yg satunya tidak bisa dicas",4,0
"MasyaaAllah Alhamdulillah paket mendarat dengan baik, suara jernih, best pokoknya, terima kasih seller, berkah selalu, cocok banget buat yg suka nyanyi/karokean nih😍",5,0
"Kejernihan suara nya joss
Kualitasnya bagus 
Seller responden 
Mantap lah gak nyesel si beli di sinih... Thanks min",5,0
"Untuk speker nya bagus kak gak ada masalah , cuma untuk mic nya gak berfungsi padahal sudah di carger tp gak berfungsi 🙏",4,0
"Seller ramah, packing bagus👍🏻
Barang berfungsi dengan baik,barang sesuai semoga awet👍🏻",4,0
Mantap suaranya ngebass..harga murah gak tapi gkmurahan😁,5,0
"Bagus speakernya sesuai pesanan,di charger juga bisa ,Vido unboxing durasi nya kelamaan jadi TDK bisa upload",5,0
"Mantab spiker nya buat musik, untuk karaoke sekedar seneng aja bisa karaoke hehe, nyala semua mic,lampu oke",5,0
"Bagus,tapi satu tombol untuk lampu nya agak kedalam",4,0
Bagus tapi ada mines nya minesnya kalo kita nayanyi suaranya kaya  anak kecil,4,0
Barang bagus dan sampai dengan rapi,5,0
Kk mic satu gx hidup..dicas juga gx hidup lampu nya.gimana itu masak saya dikasih barang rusak.tolong direspon ya kk,4,0
"Alhamdulillah barang oke tapi mic-nya mati satu tapi gpp lah kasih bintang 5 apresiasi sudah merespon chat dengan baik,untungnya ambil yg dua mic jadi tertolong bisa nyan... ",5,0
Speaker bluetooth nya bagus..suaranya juga jernih..terimakasih,5,0
Paketnya dh nyampe produk bagus dan dicas dlu sampe penuh dan kualitas suara dan bass nya oke..,5,0
Barang sudah sampai dan suka sama barangnya tapi agak kecewa soalnya mic 1 mati ngga mau nyala,4,0
Udah sampe lumayan tp kok baru dipake cepet bgt mati di cas mulu,5,0
Suara oke bagussss keras dengan harga segini Not Bad. Microfon bisa nyala semua aman.,5,0
"Bagus nyala suara juga gede 
 Pengiriman cepat bgt lucu",5,0
"Suaranya beh mantep meskipun UK kecil tapi suaranya ngebasss jernih juga, aku dapet di harga 26ribu💓.
So buat kalian yang mau beli jangan ragu lagi cus langsung Cekout",5,0
"speaker nyala bagus 
mix nya belum dicoba karna masih di cas ..mudah2an nyala juga 
tidak ada cassan",5,0
Produk nya bagus tapi tombol nya agak kedalem gituh gak papa kan yah? Semoga barangnyah awet,4,0
Bagus suara ny kenceng cuman cepet abis batre nya tp bagus kok,5,0
"Kejernihan lensa: bagus sekali
Performa: mantap ngebass
Kualitas pengerjaan: sangat bagus
bagus banget harga semurah ini dibawah 50ribu dapet mic sama speaker ngebass bgt... ",5,0
Kenapa gak ada suaranya di tekan tombol + gak ada juga suaranya tolong jualan nya yg jujur,5,0
"Produk sesuai ,gak ada yang kurang , untuk kualitas nya oke ,sudah dicoba dan berfungsi.",5,0
"Sangat sangat sangat memuaskan, pengiriman cepat barang bagus pengemasan pun sangat rapih,ayo jangan ragu untuk membeli produk di toko ini,semoga selalu amanah 👍👍❤️",5,0
"Barangnya udah sampai ke Papua,,sangat bagus suaranya jernih sangat puas harga murah",5,0
"Sesuai pesanan warna cantik, dan sudah di coba spaker dan mic berfungsi dgn baik, dpt hrga promo yg murce bgt best lah packing jg aman thanks youu seller",5,0
"Paket udh sampai tokonya amanah,smua baik cuma hru d ces dlu tdi Bru d coba udh lemah,mau lobet.smoga klw udh d cas smuanya baik suaranya bagus itu yg k hrapkn",5,0
"Baguusss bgtt.. 
Sesuai harapan, suara jernih, tombol on/off berfungsi dengan baik.. 
Mantullsss pokonya👍",5,0
"Berfungsi dgn baik, suara ny bagus, packing ny aman bgt, makasiih seller",5,0
"semua aman normal, fast respon
estimasi waktu saja yang cukup lama 4hr smp tempat saya.

recommend, langsung checkout aja",5,0
"Barangnya udah datang spikernya bunyi , nyala cuma mic nya mati udah di cas lama juga gk masuk charger. Sayang banget padahal bagus spikernya suara juga agak jernih
Tadin... ",4,0
"Pesanan sudah sampai berfungsi dengan baik.. packingnya juga aman jangan khawatir dijamin barangnya sampai, tanpa kendala dan berfungsi dgn baik",5,0
"Kejernihan lensa: Jernih
Kualitas pengerjaan: Bahan na sesuai dgn hrg
Performa: Lumyn dgn hrg segtu",4,0
"Barang sesuai pesanan,penggriman cepat,suara music y wooh ajib..mik berpungsi dengan baik,kurirnya ramah,dan tokonya amanah,sukses sll buat bang kurir dan penjualnya Aami... ",5,0
"Kejernihan lensa: Bagus
Kualitas pengerjaan: Bagus
Benar"" berfungsi semua recommended beli disini saja seller juga cepat tanggap",5,0
"Sesuaiii,suara kerass ,tapi mic nya satu ngk bisa hidup? Udah d Cass tetap ngk hidup juga😌",4,0
"Pengiriman cepet, pengemasan baik, jd produk sampai nya aman... ga lecet,, bagus, komplit... coba as berfungsi... moga suara nya bagus... thanks seller ... sukses terus",5,0
Maaf ya tidak sopan ulasan nya. Brang yg di kirim soalnya brng rusak.🙏🏼,1,0
"Seller ramah, packing bagus 👍🏻
Barang berfungsi dengn baik semog awet 👍🏻",5,0
bagus tapi sayang micnya satunya gk bisa nyala,4,0
"Barangnya sudah nyampe sesuai pesanan, tapi sayangnya mic nya cuman 1 yang menyala nya🥹. suka sama speaker nya ngebas 🥰🥰🥰",4,0
Sesuai pesanan baguss tpi mix satu nya tidak bisa di pakai karna yg satu tombol nya terlalu kedalam,5,0
Alhamdulillah paketnya udh dteng sesuai pesanan bagus banget suaranya juga jernih kalian wajib sii coba,5,0
Barang nya bagus real pitc.... Suara nya kenceng jernih...,5,0
"Bagus sih tapi kok micnya gak bisa nyala walpun q dah teken tombolnya berkali2,lain kli di cek dulu ea kk sblm dik kirim🙏",4,0
Bagus sampe dengan keadaan bagus suaranya juga jernih terimakasih,5,0
"Alhamdulillah pesanan sy udh sampai, barang bagus suara jernih, pengiriman cepat, respon penjual jg cepat, puas pesan disini, makasih abng kurir sdh antar pesanan sy 🙏🥰",5,0
Barang nya sangat bagus apalagi packaging nya rapih dan safety,5,0
"Mantap suaranya oke bungkus nya rapi,, puas pokoknya 👍👍",5,0
barang sudah sampai dengan baik dan tidak ada yng rusak maupun kurang.Admin sangat ramah sekali terimakasih 😊,5,0
"Cakep bgt lucu . Suara mic nya kecil"" cabe rawit 😁 lumayan lah buat dikamar😁",5,0
"Barang nya udah nyampe tpi belom di coba lagi di cas dulu dan aku belom ngerti.cara ngidupin nya apa ,,,🤣 kasih tau dong pencet tombol yang mana dulu di kertas bahasa in... ",4,0
"Pesanan sesuai, barang berfungsi dgn baik cuma utk speakernya blm nyala mgkin hrs dcas dulu, suara mulus, maksih yah udah amanah sukses trs...",5,0
Mix nya bagus suara nya kenceng .. bagus .. terima kasih🙏,5,0
Amat bagus ternyata... Suaranya jernih pokoknya 👍👍,4,0
"Bagus banget ini berfungsi dengan baik, packing nya juga rapi ☺️",5,0
Bagus 👍 cmn ad yg kurang dikit sih klau di video lain micnya bisa ganti2 suara kalau yg ini gk bisa.,4,0
"Tu ya lumayan la ya, tpi dtg ny agak lumayan lama juga😌barang sesuai harapan tpi spikernya agak kasar suaranya dh gtu pas dtg penyok2 kerdusnya udh kebuka smua🫩😓tpi gp... ",5,0
"Sudah datang speaker karaoke nya,  alhamdulillah dikirim komplit semua, blum bisa kasih ulasan dari kualitas  suara blum dicoba baru dicas",5,0
"Kejernihan lensa: Suara jelas
Kualitas pengerjaan: Bagus
Performa: Nge bas bagus.
Cakepp warna pinknyaa. lucuuu kecil""",5,0
Salon bagus bnget suara mntap cuman mik ya 2 ya ga nyala gimna donkkk kk,5,0
Performa: Ada satu mick ngk menyalah,4,0
Enga bisa di koneksikan ke bluetooth,1,0
"Barang sampe aman,baik tidak ada yg rusak or eror semua ok",5,0
"Kejernihan lensa: Semua bagus
Kualitas pengerjaan: Semua bagus
Performa: Sangat sangat bagus",5,0
"Barang nya sudah sampai, Barang nya bagus , gaada yang rusak sama sekali , dan pengiriman nya cepat , salut sama yang jual ini 🙏🏻👍🏻👍🏻",5,0
Barang nyampek dg selamat & barang sesuai 😍,5,0
"alhamdulillah barang sudah sampai, dan barung nya bagus dn suara nya juga bagus pokoknya gk mengecewakan deh. Terima kasih banyak 🙏👍.",5,0
Realfict bguss kecil² cabe rawittt suara nya juga ngebass bgt pokok nya recommended bgt,5,0
"Barang bagus kecil2 cabe rawit suara nya mantap, smga aja awet,,,
pengiriman cepet bngt baru kemrn pesen hari ini udh dtng,, kurir sangat2 ramah, top lah👍",5,0
