id,original_text,rating,helpful,text,decision,confidence,suspicion_score,key_features,llm_contribution
758,bentuk dan ukuran: pas bahan: adem tebal warna: pas permintaan saya tak mau banyak komentar soalnya cocok banget buat saya,5,0,bentuk dan ukuran: pas bahan: adem tebal warna: pas permintaan saya tak mau banyak komentar soalnya ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
759,"bahan nya adem dan tipis,lumayan buat sehari2 di rmh dan buat olah raga juga",5,0,"bahan nya adem dan tipis,lumayan buat sehari2 di rmh dan buat olah raga juga",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
760,bahannya halus nyaman d pakai sehari hari,5,0,bahannya halus nyaman d pakai sehari hari,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
761,"bahan nya tipis beda bgt sama yg di video, lumayan lah buat sehari hari mah",4,0,"bahan nya tipis beda bgt sama yg di video, lumayan lah buat sehari hari mah",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
762,"bahan kainnya bagus, tidak tipis dan adem. worth it",5,0,"bahan kainnya bagus, tidak tipis dan adem. worth it",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
763,sesuai harga sayang bahannya ga melar jg bahan nya panas. .,4,0,sesuai harga sayang bahannya ga melar jg bahan nya panas. .,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
764,"bahan bgus halus cuma yg hitam tipis, yg abu abu lumayan tebel",5,0,"bahan bgus halus cuma yg hitam tipis, yg abu abu lumayan tebel",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
765,"bentuk dan ukuran: ukurannya kecil,, saya pesan yang ukuran bb 60-80kg bahan: bahannya tipis jd menerawang trus tidak melar warna: warnanya sesuai",4,0,"bentuk dan ukuran: ukurannya kecil,, saya pesan yang ukuran bb 60-80kg bahan: bahannya tipis jd mene...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 22}",0.0
766,bentuk dan ukuran: pas dgn ukurannya bahan: bagus warna: cocok dgn aku minta,4,0,bentuk dan ukuran: pas dgn ukurannya bahan: bagus warna: cocok dgn aku minta,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
767,celana nya bagus enak di pake bahan nya juga bagus.. trimakasih juga buat kurir nya..,5,0,celana nya bagus enak di pake bahan nya juga bagus.. trimakasih juga buat kurir nya..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
768,alhamdulilah pesenan sudah sampe . bahan adem sesuai harga agak tipis dikit😁🙏,5,0,alhamdulilah pesenan sudah sampe . bahan adem sesuai harga agak tipis dikit😁🙏,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
769,"untuk harga 50 2pcs worth it sih, tapi sayang bahan terlalu tipis bahkan nerawang. tp gak papa. ukuran sesuai, tapi keknya bakal melar kalo udh di cuci",4,0,"untuk harga 50 2pcs worth it sih, tapi sayang bahan terlalu tipis bahkan nerawang. tp gak papa. ukur...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 27}",0.0
770,"bahannya adem,nyaman dipakai,pokoknya amanah trus buat tokonya.makasih",5,0,"bahannya adem,nyaman dipakai,pokoknya amanah trus buat tokonya.makasih",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
771,paket sudah sampe pengiriman sangat cepat sayangnya bahan tipis,5,0,paket sudah sampe pengiriman sangat cepat sayangnya bahan tipis,Fake,0.751,3.01,"{'contradiction': 0, 'template_language': 1, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.338
772,bentuk dan ukuran: pas bahan: halus warna: sesuai karakteristik: bagus,5,0,bentuk dan ukuran: pas bahan: halus warna: sesuai karakteristik: bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
773,terimakasih barang sudah sampai.. lumayan tebel.mudah2 an awet..,5,0,terimakasih barang sudah sampai.. lumayan tebel.mudah2 an awet..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
774,"ukuran kurang gede agak tipis,tapi sesuai harga yah...",5,0,"ukuran kurang gede agak tipis,tapi sesuai harga yah...",Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
775,respons cepat n pengiriman cepat...bahannya tipis...,5,0,respons cepat n pengiriman cepat...bahannya tipis...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
776,"bagus bahannya, nyaman dipakainya,cepat pengiriman",5,0,"bagus bahannya, nyaman dipakainya,cepat pengiriman",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 5}",0.0
777,paketnya sudah sampe pekingnya rapi mantap👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,0,paketnya sudah sampe pekingnya rapi mantap👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Fake,0.921,6.41,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 1, 'word_count': 6}",0.47
778,"barangnya udh saya terima dengan baik dan sesuai dengan pesanan bos,produk dijamin asli dan original bos,codnya super cepat sekali bos",5,0,"barangnya udh saya terima dengan baik dan sesuai dengan pesanan bos,produk dijamin asli dan original...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
779,"produk.nya saya suka kain.nya sangat tebal dan dingin, cuma yg dobel xxl kanyak.nya kurang besar untuk berat badan 70-80...",5,0,"produk.nya saya suka kain.nya sangat tebal dan dingin, cuma yg dobel xxl kanyak.nya kurang besar unt...",Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
780,rumayan murah bisa buat santai santai,5,0,rumayan murah bisa buat santai santai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
781,bahan: beli kedua kalinya... bahan nya ga sama dengan yg pertama beli... bahan nya klo dipegang kayak berbahan kardus? pertama beli bahan kaos bagus,4,0,bahan: beli kedua kalinya... bahan nya ga sama dengan yg pertama beli... bahan nya klo dipegang kaya...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
782,mksh paket nya sudah sampe barang lumayan bagus dgn harga segitu👍👍👍,5,0,mksh paket nya sudah sampe barang lumayan bagus dgn harga segitu👍👍👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 11}",0.0
783,bentuk dan ukuran: uk pas bahan: halus karakteristik: bagus warna: sesuai,5,0,bentuk dan ukuran: uk pas bahan: halus karakteristik: bagus warna: sesuai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
784,"toko amanah,bahan adem meskipun sedikit tipis sesuai lah sm harganya...barang dtg sesuai pesanan,packing aman...trimksh sukses trus ka",5,0,"toko amanah,bahan adem meskipun sedikit tipis sesuai lah sm harganya...barang dtg sesuai pesanan,pac...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
785,bahan: pas bagus bentuk dan ukuran: baik warna: cocok sesuai yg d pesan,5,0,bahan: pas bagus bentuk dan ukuran: baik warna: cocok sesuai yg d pesan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
786,yang hitam bahannya biasa yang abu agak tebal,5,0,yang hitam bahannya biasa yang abu agak tebal,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
787,packing bagus...barang mantap..bahan halus & nyaman,5,0,packing bagus...barang mantap..bahan halus & nyaman,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
788,calananya sangat bagus dan berkualitas nyaman d pakai suami suka dengan celana ya,5,0,calananya sangat bagus dan berkualitas nyaman d pakai suami suka dengan celana ya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
789,"sesuai pesanan,,,tapi kainnya agak tipis😔",5,0,"sesuai pesanan,,,tapi kainnya agak tipis😔",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 5}",0.0
790,"alhamdulillah paket aman rapih bahan bagus teball nyaman di pake makasih,",5,0,"alhamdulillah paket aman rapih bahan bagus teball nyaman di pake makasih,",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
791,"bahan nya bagus cuma kok ukuran jumbo xxxl kelihatan kecil bukan jumbo,tapi bahan nya mantul habis",5,0,"bahan nya bagus cuma kok ukuran jumbo xxxl kelihatan kecil bukan jumbo,tapi bahan nya mantul habis",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.0
792,bentuk dan ukuran: pas bahan: bagus warna: cocok,5,0,bentuk dan ukuran: pas bahan: bagus warna: cocok,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
793,bagus nyaman di pakai tapi aga kebesaran tapi it's okey lah,5,0,bagus nyaman di pakai tapi aga kebesaran tapi it's okey lah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
794,bentuk dan ukuran: celana bagus sayang kurang panjang. pdhl ukuran 37. biasanya ukuran 35.,4,0,bentuk dan ukuran: celana bagus sayang kurang panjang. pdhl ukuran 37. biasanya ukuran 35.,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
795,"maaf ya baru kalih ulasan saya ambil uk xl yg ktanya muat sampi bb 6080,tpi ternya kecil dan gk muat di anak saya yg bb ny 58,nyesel banget",4,0,"maaf ya baru kalih ulasan saya ambil uk xl yg ktanya muat sampi bb 6080,tpi ternya kecil dan gk muat...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 28}",0.0
796,bentuk dan ukuran: pas bahan: bagus banget warna: sesuai,5,0,bentuk dan ukuran: pas bahan: bagus banget warna: sesuai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
797,"lumayan barangnya,untuk ukurnya xl kog kurng panjng dikit bentuk dan ukuran: bentuknya bagus tpi ukuranya xl kurng panjng dikit",4,0,"lumayan barangnya,untuk ukurnya xl kog kurng panjng dikit bentuk dan ukuran: bentuknya bagus tpi uku...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
798,celananya.. ok ukuran pas lainnya adem n nyaman di pakai harian,5,0,celananya.. ok ukuran pas lainnya adem n nyaman di pakai harian,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
799,"pengiriman cepat dan packing rapi. alhamdulillah barang sudah sampai dgn aman. barangnya bagus bgt dan nyaman dipakai. bahannya tebal, terimakasih",5,0,pengiriman cepat dan packing rapi. alhamdulillah barang sudah sampai dgn aman. barangnya bagus bgt d...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
800,alhamdulillah barang udah nyampe cepat dan lancar.barang sesuai pesanan bahan nya tebal,5,0,alhamdulillah barang udah nyampe cepat dan lancar.barang sesuai pesanan bahan nya tebal,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
801,"dengan harga segini, menurut q cocok dan nyaman juga di pakai😊",5,0,"dengan harga segini, menurut q cocok dan nyaman juga di pakai😊",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
802,"bentuk dan ukuran: bentuk dn ukuran pas bb 55 ,cuma kantong dlmnya kurang nyaman , tolong disesuaikan dgn bahan nya biar serasi",4,0,"bentuk dan ukuran: bentuk dn ukuran pas bb 55 ,cuma kantong dlmnya kurang nyaman , tolong disesuaika...",Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 22}",0.0
803,alhamdulliah celana nya bagus bahan ny jga bagus gk kecwa bli d toko ini😍,5,0,alhamdulliah celana nya bagus bahan ny jga bagus gk kecwa bli d toko ini😍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
804,bentuk dan ukuran: ukuran pas bahan: lumayan sesuai harga warna: sesuai gambar,5,0,bentuk dan ukuran: ukuran pas bahan: lumayan sesuai harga warna: sesuai gambar,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
805,bahan tipis...dan kurang panjang nya di suami sy,4,0,bahan tipis...dan kurang panjang nya di suami sy,Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
806,alhamdulillah bahan bagus nyaman cuma agak cingkrang buat suami jd buat anak bujang aku,5,0,alhamdulillah bahan bagus nyaman cuma agak cingkrang buat suami jd buat anak bujang aku,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
807,celananya sudah diterima walaupun tidak sama persis diganbar tp lumayan dgn harga segitu untuk ukuran besar kok terasa kecil pdhl ambil untuk bobot smp 80,4,0,celananya sudah diterima walaupun tidak sama persis diganbar tp lumayan dgn harga segitu untuk ukura...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 25}",0.0
808,"alhamdulilah barangnya sudah sampai,bahan bagus sesuai harga,cuma,jaitan kantong dalam tidak diobras,jadi kurang rapi,mohon diperbaiki,🙏🙏",5,0,"alhamdulilah barangnya sudah sampai,bahan bagus sesuai harga,cuma,jaitan kantong dalam tidak diobras...",Real,0.8,2.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
809,celananya pas dan cocok untuk dipakai sehari2,5,0,celananya pas dan cocok untuk dipakai sehari2,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
810,bentuk dan ukuran: xl bahan: tebal bagus lah warna: abu hitam,5,0,bentuk dan ukuran: xl bahan: tebal bagus lah warna: abu hitam,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
811,brg sdh smp..bahan nya tipis ya agak nerawang,4,0,brg sdh smp..bahan nya tipis ya agak nerawang,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
812,bentuk dan ukuran: pas bahan: halus warna: bgus,5,0,bentuk dan ukuran: pas bahan: halus warna: bgus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
813,kemarin beli xxxl ukuran pas yang kemarin buat jongkok aman sekarang beli lagi xxxl ukuranya lebih kecil yang sekarang buat jongkok pasti robek jahitan tengah pas selangk...,5,0,kemarin beli xxxl ukuran pas yang kemarin buat jongkok aman sekarang beli lagi xxxl ukuranya lebih k...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 27}",0.0
814,"kirain tebal eh g taunya tipis,tp ga pa2 mng sesuai dng harga sih",4,0,"kirain tebal eh g taunya tipis,tp ga pa2 mng sesuai dng harga sih",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
815,"bagus, nyaman digunakan dan harganya juga murce..",5,0,"bagus, nyaman digunakan dan harganya juga murce..",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
816,bahan: bagus warna: sesuai karakteristik: bagus bentuk dan ukuran: kekecilan,4,0,bahan: bagus warna: sesuai karakteristik: bagus bentuk dan ukuran: kekecilan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
817,terima kasih barangnya sudah sampai di tempat bahannya bagus nyaman di pakai,5,0,terima kasih barangnya sudah sampai di tempat bahannya bagus nyaman di pakai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
818,promonya keren trnya cm training biasa bahannya tipis.,4,0,promonya keren trnya cm training biasa bahannya tipis.,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
819,"celananya ga ssuai sma ukuran,kecil..bhanya juga aga tipis, pdhal sudah mlih ukuran xxl ... maav sya kash nilai 4",4,0,"celananya ga ssuai sma ukuran,kecil..bhanya juga aga tipis, pdhal sudah mlih ukuran xxl ... maav sya...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
820,"enak dipakai, halus lainnya, anakku senang",5,0,"enak dipakai, halus lainnya, anakku senang",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
821,psanan cepat sampai. bahan bagus dan nyaman.,5,0,psanan cepat sampai. bahan bagus dan nyaman.,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
822,"suami ku suka,,bs buat tidur jg bs buat joging juga..👍",5,0,"suami ku suka,,bs buat tidur jg bs buat joging juga..👍",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
823,terima kasih trainingnya dah sampai bagus tp sayangnya agak tipis,5,0,terima kasih trainingnya dah sampai bagus tp sayangnya agak tipis,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
824,"paketnya udah sampe dengan baik, bahannya tipis, ukuran 3xl tp kecil mks",5,0,"paketnya udah sampe dengan baik, bahannya tipis, ukuran 3xl tp kecil mks",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
825,paket udah datang bagus tebal bahan halus adem,5,0,paket udah datang bagus tebal bahan halus adem,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
826,"bagus sesuai harga,bahan adem jahitan rapi",5,0,"bagus sesuai harga,bahan adem jahitan rapi",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
827,sesuai dengan harganya dan bisa digunakan,5,0,sesuai dengan harganya dan bisa digunakan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
828,"ukuran pas untuk bb 80an, bahan biasa tp gk tipis",5,0,"ukuran pas untuk bb 80an, bahan biasa tp gk tipis",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
829,bentuk dan ukuran: pas bahan: lumayan warna: oke,5,0,bentuk dan ukuran: pas bahan: lumayan warna: oke,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
830,lumayan dengan harga segitu. termasuk bagus,5,0,lumayan dengan harga segitu. termasuk bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
831,"paket di terima dg baik no cacat, kualitas barang tergolong bagus",5,0,"paket di terima dg baik no cacat, kualitas barang tergolong bagus",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
832,bahan bagus👍..... sayang kekecilan😎😎,5,0,bahan bagus👍..... sayang kekecilan😎😎,Fake,0.95,7.35,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 1, 'word_count': 4}",0.45
833,"sangat adem digunakan, ikurannya pas, jaritannya bagus, terima kasih ya kaka",5,0,"sangat adem digunakan, ikurannya pas, jaritannya bagus, terima kasih ya kaka",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
834,bahan: bagus pokonya the best lah untuk di pake sehari hari,5,0,bahan: bagus pokonya the best lah untuk di pake sehari hari,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
835,pesanan sdh dtg ukuran pas sesuai pesanan warna bagus bahan bagus sesuai hrga smg toko n kurir sukses,5,0,pesanan sdh dtg ukuran pas sesuai pesanan warna bagus bahan bagus sesuai hrga smg toko n kurir sukse...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.0
836,bahan: lumayan bagus bentuk dan ukuran: pas warna: oke suami saya suka,5,0,bahan: lumayan bagus bentuk dan ukuran: pas warna: oke suami saya suka,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
837,motifnya bagus sayang tempat talinya lepas satu 🙏🙏🙏🙏,5,0,motifnya bagus sayang tempat talinya lepas satu 🙏🙏🙏🙏,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 8}",0.0
838,kualitasx tipis jahitanx kurang kuat.lumayan bagus,3,0,kualitasx tipis jahitanx kurang kuat.lumayan bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
839,bentuk dan ukuran: ga sesuai bahan nya ke cewa sy,5,0,bentuk dan ukuran: ga sesuai bahan nya ke cewa sy,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
840,celana joger yg bagus pas dan nyaman dipakai,5,0,celana joger yg bagus pas dan nyaman dipakai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
841,bahan: baguss warna: sesuaii bentuk dan ukuran: pas saat dipakai,5,0,bahan: baguss warna: sesuaii bentuk dan ukuran: pas saat dipakai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
842,"barang sdh sampai dan muat dipakai anak saya, hanya saja jahitan dipinggang mudah rusak dan benangnya terbuka.",5,0,"barang sdh sampai dan muat dipakai anak saya, hanya saja jahitan dipinggang mudah rusak dan benangny...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
843,"celananya keren..nyaman dipake,trimakasih seller..",5,0,"celananya keren..nyaman dipake,trimakasih seller..",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 4}",0.0
844,bentuk dan ukuran: pas bgt bahan: lumayan warna: bagus,5,0,bentuk dan ukuran: pas bgt bahan: lumayan warna: bagus,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
845,"bagus bahan nya, lumayan utk hrga segitu 63rb dpt 2,bisa ganti²",5,0,"bagus bahan nya, lumayan utk hrga segitu 63rb dpt 2,bisa ganti²",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
846,bahan bagus ternyata iri celana untuk olahraga sedangkan yg saya pesen celana untuk sehari hari atw pergi,4,0,bahan bagus ternyata iri celana untuk olahraga sedangkan yg saya pesen celana untuk sehari hari atw ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
847,"produk tipis gak sesuai dengan iklannya,kependekan.tapi bisalah buat pergi ke kebun.",3,0,"produk tipis gak sesuai dengan iklannya,kependekan.tapi bisalah buat pergi ke kebun.",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
848,bentuk dan ukuran: pas bahan: ok warna: sesuai,5,0,bentuk dan ukuran: pas bahan: ok warna: sesuai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
