ulasan_cleaned,Rating,Membantu
barang sesuai pesanan. berfungsi dengan baik. seller fast respon dan ramah.,5,0
dengan harga segini udh bisa buat karaoke habis dicas speaker dan mic langsung befungsi dengan baik alhamdulillah noken.,5,0
"jelek gak bisa dipake ,barang rusak ko dikirim",1,0
toko ini baru niat jualan packingannya juga rapi aman lagi nggak ada yang pecah sama sekali bagus lagi datangnya berfungsi dengan baik tidak mengecewakan pokok mah bagus...,5,0
barang baguss suara jgk baguss tp sayang.x mungkin waktu d kemas kurang rapi jadi ada sedikit pecah,4,0
"bagus suara jernih, tapi mic nya 1 tidak berfungsi",4,0
"pesen 2 mic yg bisa cuma 1, dan saat di cas pun lampu indikator tidak mau menyala",2,0
"packing rapih aman pake buble warp,semua berfungsi,pelayan mantap sukses terus seller pertahankan",5,0
"warnanya lucu, suara lumayan bagus cuman sedikit menggema",5,0
"seller nya fast response, pengiriman cepat, packingan rapi. berfungsi dengan baik. terima kasih",5,0
"kejernihan lensa: jernih,suara'y kualitas pengerjaan: gampang",5,0
kualitas pengerjaan: suara jernih performa: sangat baik,5,0
"kejernihan lensa: lumayan bagus. anak ku senang sekali,lumayan buat belajar nyanyi. moga awet barangnya👍 amanah tokonya,kulirnya juga ramah lingkungan😁",5,0
bagus barangnya sayangnya ternyata suaranya gak terlalu keras,4,0
"suaranya bagus jernih, enak buat karaoke",5,0
"barang komplit, kualitas bagus, speaker keras normal. tapi mic nya yg 1 mati. tidak bisa nyala..",4,0
"barangnya sesuai dengan apa yang di pesan, suara speaker jernih dan kuat, mic nya juga jernih tapi minus nya mic satu lagi tidak hidup, di cas pun tidak menyala lampu mic...",4,0
realpict .bagus barangnya. oke banget..terima kasih,5,0
"gak di cek mungkin ya sebelum dikirim, speaker nyala tpi gk ada suaranya padahal udah konek,volume juga udah full di hp+speaker, mic juga sama gk ada suaranya,udah di cas...",1,0
tolonglah saya gak tau ini speaker nya rusak dari mana nya apa dri toko atau dri pengiriman nya tpi yg saya bingung kok bisa mic yang satunya rusak juga apa jangan2 emng...,1,0
"speaker mini, kipas and hendsead sudah sampai dgn baik saya sudah order ini 2 kali dalam jangka dekat itu untuk stok saya keluar rumah",5,0
"maaf cuman kasih bintang 4 , soal nya barang nya ada lecet (pecah ) . tapi masih bagus kok digunakan 🤗",4,0
"son speaker mini y dah sampe,untuk suara son y ok,cuma suara mic y kecil,sesuai harga sih.untuk proses pengiriman cepat dan penjual sllu konfirmasi pengiriman,trims",4,1
"bagus, suaranya jelas , cepet bgt kalo di chas, kualitas juga bagus",4,0
mantaplah suara jernih mic bagus,5,0
baru kok mic nya ga nyala ya udah di charger pake chargeran hp udah 3 jam tetep gamau nyala giliran nyala ga ada suara aneh.,1,0
jgn pesan mic nya saran aku karna jelek minimal klo jelek 1 ngk papa lah ini jelek ke 2 nya,1,0
"overall bagus kok buat harga segini, mic gaada trouble, speaker kenceng kalo bass wajar lah ya balik lagi ke ada harga ada kualitas 👌🏼",5,0
"speaker nya tidak nyalah udh di cas semalam tetap ajah gak bisa lain kali kalau mau di kasih ke customer harus di cek dlu ,.rusak atau tidak nya kalau kaya gini kan rugi...",1,0
"sangat mengecewakan ngak rekomended, produk yang dikirim, 1 mic nya ngak berfungsi, di charger pun ngak respon . sebaiknya shoopee black list toko yang ngak amanah kay...",1,0
"mic yg dikirim tidak berpungsi sama sekali,disuruh kirim video amboxsing,e..gk bisa lebih dari 60 detik,sangat kecewa karena mic tidak berpungsi,beli ada mic nya gak tau...",2,0
"speaker nya rusak, ga bisa di pakai.. mau saya kembaliin lagi, kecewa beli di toko ini.",1,0
masih di coba cas dulu buat mic nya,4,0
kejernihan lensa: suara sangat jernih.. kualitas pengerjaan: pengemasan sangat aman krn dilapisi bubble wrap... pokoknya sangat amanah sellernya...yang mau order silahkan...,5,0
"pesen 2 mic tapi yg satunya ga nyala, sama aja boong kaya pesen yg 1 mic, rugi",2,1
"bagus semuanya berfungsi, ke 2 mic juga berfungsi, cuma kalo buat nge musik lewat hp, kek nya gampang nge drop deh",5,0
bagus cuman mic nyaa udh d cas trs d cobain mau d cas lagi doll yang buat ngecas y mna mic y beli satu😭,4,0
kejernihan lensa: lumayan bagus kualitas pengerjaan: oky boleh performa: ywsss,5,0
ini pencetanya gimana kali pada kedalem semua tolong dong ini gimana info kirim lagh barang yah,1,0
"quality of work: very bad, its no use because i already charge it, then not until 1 hour its already low so i cannot use it properly. so damn anoyying performance: bad on...",2,0
barang di kirim dengan selamat dan pengiriman cepat sekali barang berfungsi dengan normal dan baik,5,0
"kakak ko mic nya rusak ya gak nyala,gimana sih, bisa tukar gak kaka",1,0
"kejernihan lensa: mohon untuk tanggung jawabnya ka,saya udah beli 71.000 yang dikirim malah rusak gimana sih ka, spikernya tidak bisa isi daya lalu kabel carger juga tida...",1,0
suara nya mantul banget mic nya lucu mungil juga suara nya mantull,5,0
barang sesuai dengan difoto bagus tapi harga nya tidak sesuai. suara jernih packing barang rapih tidak ada kerusakan. semoga lebih amanah lagi iya dan maju terus jualan...,5,0
"kecewa banget.. awal buka mic nya dua dua nya nyala, setelah 1 hari pemakaian salah satu mic mati.. padahal mic nya aman ditaruh di dus hanya 1x pemakaian gaada kebanting...",2,0
bagus mulus cuman kurang keras aja suaranya,4,0
"mengecewakan bgt pas dateng bareng nya rusak.. ga bunyi sama sekali.. sanggahan didalem speaker nya patah, kabel nya juga copot di dalem... mohon diperiksa yang bner bara...",1,0
berfungsi dengan baik suara bagus top pokoknya,5,0
barang datang cepat pesen kemari sore sekarang udh nyampe lgi.. cuman sayang aja kalau lgi ngecas gak ada lampu buat ngasih tau lgi ngecas ataw penuh gtu,5,0
"speaker bagus,mic 2 juga bagus semua berfungsi dgn baik",5,0
ini suaranya jembret jadi suaranya kayak hewan,1,0
"bagus barang nya, suara nya pun bagus..harga murah meriah ga nyangka kirain ga bagus ga tau nya beeeh mantepp...ga nyesel beli disini",5,0
"tolong klo mau dikirim dicek semuanya, ini sudah dikirim soundnya gak nyala dan mic nya juga ga bisa satu, emang salah saya ngga bikin vidio unboxing, tolong di croscek l...",1,0
sangat kecewa ternyata barang yg dikirim rusak sudah tak cas ternyata tetep nggak nyalan,1,0
"paket nya udh sampe , tapi mix nya gak berfungsi padahal udh di cas juga pas di unboxing lampu mik nya udh nyala , aku nnya2 pas live malahan di bisukan komentar ku😶 aku...",3,0
"paket sudah datang dilokasi, secara keseluruhan mantap dan elegan speaker nya, cuman bagian belakang nya ada goresan seperti yang saya foto di bawah..., semoga gpp ya min...",5,2
"barang sudah saya terima,kondisi barang baik pokoknya sesuai dgn iklan trs suara ok lah, cuman sedikit telat datang tp tdk masalah terima kasih🙏",4,0
"nyampek nya cepet banget, admin nya jugaa rama, suara nya jugaaa jernih bangett",5,0
alahmulilah barang udah smape cuman blm bisa di cek soal nya batre nya abis kaya nya,4,1
barang bagus sesuai gambar dan ulasan packing juga rapi bgus mantap sesuai harapan pengiriman cpt,5,0
"barang tiba dgn mantap, memenuhi harapan dgnkualitas top dan berfungsi dgn baik. terimakasih..",5,0
mantap pokok nyah bas nyah harga sangat murah segitu dah dapet kaya yang mahal pull bas pokok nyah... pengiriman cepet kemaren pesen hari ini datang dan peking pun aman,5,1
"performa: berfungsi dengan baik, dann semogaa bisa awet wkwkwk",5,0
mendarat dengan aman kejernihan lensa: mantap kualitas pengerjaan: cepat rapi,5,0
brang sampai dengan baik kk dan kualitas juga bagus kk🙏,5,0
kualitas pengerjaan: sangat cepat kejernihan lensa: keren,5,1
"kualitas pengerjaan: bagus kejernihan lensa: bagus performa: baik harga segitu bagus udah di coba belum tau kualitas batre nya soalnya baru di coba, kalau suara mah lumay...",5,0
kualitas pengerjaan: sangat bagus dan suara nya besar bisa karaoke teman-teman,5,0
"packing bagus, cuman miss paint, cover agak longgar semoga bisa lebih di perbaiki lagi",5,0
toko selernya amannah hitam v8 puas bingit sesuai pesanan suara bass mantap boss,5,0
kejernihan lensa: ok kualitas pengerjaan: o,5,0
speaker mendarat dengan aman sentosa.. sesuai pesanan.. harga terjangkau.. biarpun mini bass'y lumayan.. cocok buat desain jadi rilex thakss,5,0
"mantap sesuai pesanan, dan suara bass speaker nyah joss 👍👍",5,0
ga bakal rugi udah suaranya bagus cakep pula dan paking rapih aman,5,0
"barang sampai dengan selamat dan sesuai,suara juga bagus 👍👍",5,0
"spiker nya bagus"" aja sih kak tapi suara bass nya yg agak gx kedengeran terlalu kecil",4,0
barang sesuai pesanan suaranya bagus dan mantul,5,0
barang murah tapi bagus dan berkualitas,5,0
"kualitas sesuai harga, cukup untuk dengerin musik dari hp",5,0
"kualitas di harga 100k udah mantep banget, bass nya kerasa",5,0
"awalnya bisa di pake nyala, pas udh di cas mau di paket lagi, trs ga nyala nyala😏",3,0
mantap sesuai di gambar sesuai juga datang nya harga murah kualitas bukan murahan mantap 👍👍👍,5,0
paket dah sampai pengiriman cepet..yang jual ramah banget selalu respon..pakeng aman banget gak ada yang cacat..sukses tokonya..semoga speker blututnya awet..aminnn,5,0
barangnya bagus sesuai ekspektasi dan packing aman banget,5,0
sesui kejernihan lensa: bagus kualitas pengerjaan: bagus,5,0
"wajib beli, d sini, barang mantap, sesuai dengan iklan, batrei tahan lama, bunyi mantul",5,0
"barang reels pick,, kondisi baru,,,",5,0
kualitas baguss bas nya juga bagus,5,0
"okeh banget fulk bass, mantap deh",5,0
"mantap gaann, tidak di ganggu lgiii, lang aja cekot, pengiriman aman bagus banget rekomendasi, nge bazz bangett dahhh lumayan",5,1
sesuai dengan gambar dan bgus bisa buat suro an,5,0
"barangnya sampai dgn selamat, tpi tadi ku kira 13 wat ternyata 10 wa",5,0
bagus barangnya sesuai pesenan dan kurir nya ramah,5,0
barang mendarat dengan amannn packingan di jamin aman yahesyaa btw mampit ke tiktokku kak di @tennnn slwly. tadi sempet ke live mimin juga🤙🏽,5,0
kualitas pengerjaan: pecking bagus performa: mantul,5,0
performa: semoga awet dan sesuai di live pas co,5,0
barang memuaska pengiriman sangat tepat waktu👍,5,0
performa: bagus dan sesuai mksih buat tokonya moga awet😇,5,0
speakernya jos kak say puas banget pekingan rapi next time say beli lagi kak,5,0
suwaranya bagus jernih mantul bass nya,5,0
"pesen speaker v8 yg datang malah kipas mini, tolong saya mau return barang ini",2,0
"mantap bang,suara jernih",5,0
performa: kereen sesuai expektasi,5,0
pengiriman cepat barang sesuai 👍👍,5,0
sangat bagus banget suaranya jernih trs bar nya enk di dengar bakalan langganan ama toko ini pekingan nya rampi barang ama sulaiman pokoknya debas banget,5,0
barang bagus.kurirnya juga ramah. barang bagus suaranya juga jernih pokoknya sesuai keinginan 👍,5,0
"jangan ragi buat beli, walaupun harga terjangkau tapi memuaskan, bagus poll suara bernick dan ngebas pokonya suka poll👍",5,0
kejernihan lensa: kulaitas bahan bagus kuat kualitas pengerjaan: suara jelas bas kenceng performa: baterai awet bas kencang suara jernih kerrnn,5,0
"mantap barangnya, kualitas bagus..suaranya memuaskan, volume juga keras.. sukses terus buat tokonya",5,0
"barang sudah sampai suaranya menggelegar satu rumah kedengeran, suara nya pas gak kebesaran bass atau trebel nya",5,0
ok packingan rapi barang aman fungsi normal suara bas mantap terimakasih ya kak,5,0
"performa: sangat bagus paket sudah meluncur dengan selamat, tidak ada kelecetan sama sekali, dan barang masih mulus, untuk bass nya sesuai dengan harga",5,0
performa: joss kualitas pengerjaan: rapih mantap suara bass,5,0
"barang nya sangat bagus dan tidak ada lecet,layanan kurirnya sangat baik dan ramah",5,1
"paket sudah mendarat dan sesuai dgn yg di iklan kondisi mulus tanpa lecet, recommended buat di pesan.",5,0
"real pick banget sumpah enak banget buat santai"" pas hari libur ,ini sih aku rekomendasiin banget best suaranya full bass kecil"" cabe rawit 🤘",5,0
"mantap sesuai pesanan,bagus,di bungkus rapih,amanah. suaranya ngebas banget 👍",5,0
mantaap..?! suaranya dan bass nya lumayan puas lah👍👍,5,0
barangnya bagus tapi blututnya ngga masuk ke hpku kalo ke hp teman mah masuk,5,0
model atau modifikasi speaker nya bagus cuman saja yg buat saya kesal cepat habis daya batre nya 100% batre cuman 15 menih dah habis power off bikin saya kurang percaya l...,5,0
"barang sudah sampai dengan baik packingan rapi kualitas bagus suara oke seller ramah ,,puas sih dengan barangnya terimakasih 😊🙏",4,0
"barang tiba dengan aman .. bagus,suara ngebass & jernih ... semoga awett 🙏🙏",5,0
produk ya mantul suaranya jernih 👍👍👍,5,0
"barang bagus, sangat rapi n aman kendala di paket tertulis barang yg datang warna hitam pas di buka warna putih terus barang lama sampe karena pihak ekspedisi salah kirim...",4,0
"barang bagus, kemasan nya bagus, bunyi nya juga 👌",5,0
"bingung tidak bisa berkata kata ..barangnya sangat bagus tidak mengecewakan , pokonya saya sangat puas dengan pelayanan dan produknya yag sangat bagus .. pengiriman ny ju...",5,0
speaker nya bagus sudah dicoba dan berfungsi dengan baik suara nya juga ok... terimakasih....,5,1
"allhamdulilah barang bagus, mulus,, bas mantap, suwara jernih, ok,, 100%👌🏻👌🏻👌🏻 cepet barang nya nyampek.. tiba²paket ku udh di depan pintu kakak.. 🤭🥰trimakasih y...",5,0
mau tanya bang ini 10wat . ya bukan 13.6w bang semua bagus blm di tes suaranya,4,0
berfungsi dengan baik sesuai pesanan tokoh amanah banget recommended pokoknya,5,0
"mantap aman sesuai, rekomended poko nya buat kalian yang masih cari cari spiker bluetooth disini tempat nya. good",5,0
"barang sesuai pesanan kualitas suara sesuai dengan harga mantap, tapi di bagian samping ada yang retak,saran lebih di perhatikan kembali untuk pengiriman atau pengecekan...",3,0
"barang sesuai pesanan dan sangat memuaskan,seller amanah pengirimannya juga cepat! buat yg mau beli jangan ragu beli di toko ini recomend pokok nya",5,0
"packing aman, tebal, warna sesuai, berfungsi semua. cuma yang jadi masalah suara bass nya kurang keluar, kurang greget jadinya.. kalo tampilan ok lah.",3,0
"barang sudah di terima dgn baik sesuai di iklan sudah di coba berfungsi dg baik, saya puas belanja di toko anda, kurir juga ramah terimakasih 🙏",5,0
"baru datang, ehh belah atasanya. tapi suara bagus kenceng juga, minus itunya aja si patah",3,0
kualitas pengerjaan: foto yang bicara kejernihan lensa: packing super extra bubble recommended seller rapi packing,5,0
barang sampai dengan selamat dan suaranya dhe best lahh,5,0
the best pkok nyo suara nya menggelegar☺☺,5,0
paket saya terima dgn aman tidak ada cacat sedikit pun wlwpn paket sempet jalan ke tujuan lain akhirnya paket semalem dikirim balik lg ke alamat tujuan saya toko nya aman...,5,0
brang bgus penggiman cepat tapi syang tdak sesuai di toko daya batre 1800mah smpek di sini cuma 1200 mah trus di dosnya kmren liat 13 wat yg dtang 10 wat,3,0
barang mulus paking aman+ kurir nya juga ramah,5,0
sesuai dengan pesanan dan peking rapi dengan di kasih penangaman harga murah tpi gk murahan.,5,0
"kualitas pengerjaan: bagusss terampil terus full respon, semoga awet yahhh🥰🥰",5,0
"realpict banget, keamanan barangnya juga bagus, barang sampe dengan selamat,.maaf ya baru kasih ulasan sekarang",5,0
"barangnya bagus skali,,,puas banget. sdah di pake kan stiker 😁",5,0
mantap dgn hrg segini.. hanya saja pengiriman agak lambat selebihnya puas banget dgn speakernya.. josss,5,0
barang sesuai dengan realita sangat memuaskan kan,5,0
barang ny mantap suara bagus,5,0
"performa: gak ada kata kata , adanya bukti nyata jozz",5,0
alhamdulillah barang sesuai dan kuwalitas sangat mntap rekomendasi banget pokok nya 🙏,5,0
mantap barangnya kereen sesuai pengiriman juga cepet,5,0
"kualitas pengerjaan: baik banget,barang good",5,0
paket sangat bagus 👍👍👍,5,0
kereeeeeeeeeen suaranyaaaa ngebassss banget,5,0
"pengiriman tepat waktu, suara speakernya jernih dan bentuknya elegan. pokok sesuai deskripsi, mantap suaranya",5,0
packingnya rapi dan barangnya sesuai. bagus top 👍,5,0
paketan ny sudah datang pengiriman cepat d pekingan ny rapi,4,0
"speaker ini cepat lobet betre nya saya cas selama 3 jam ,saya pake ha nya 30 menit betre nya langsu ng habis kurang bagus",1,0
mantap barangnya sesuai dengan pesanan dan pengiriman sangat cepat terimakasih,5,0
kejernihan lensa: bagus kualitas pengerjaan: oc,4,0
"suara nya enak banget,bass nya jedag jedug pokonya mantap.makasih.kecil² cabe rawit.kurir langanan,ramah banget",5,0
cocok sesuai pesanan. pengiriman cepat dan mendarat dengan selamat.👍,4,0
barang sesuai pengiriman juga cepat 👍👍👍👍,5,0
is the best 🤗👍,5,0
"ngeri menggelegar 😁 keren bagus bat, barang sudah sayah terima dengan aman, pengiriman cepat",5,0
barangnya mines pecah di bagian atas pengisian daya,1,0
"pengiriman cepat, aman, barang bagus, suara jernih dan ngebas,ok mantap",5,0
"bagussss,berfungsi dengan baikkk,anak aku sukakkkk🥰🥰🥰",5,0
barang nya bagus mantap,5,0
"agak kecewa sih pas dibuka udah patah mungkin karna perjalanan nya jauh kali ya, atau ke timpa barang, suaranya jernih banget ngebass, bagus",5,0
"kualitas pengerjaan: kurang rapi pas di angkat, daleman nya ada yg lepas mungkin ada suara seperti spiker nya lepas dari tempat nya #semoga awet, untuk harga segitu wajar...",4,0
"jangan sampai beli di toko ini, karna baru 2 minggu kurang udah rusak barang nya. gakkk bisa sama sekali jalan, gak tau kenapa. jatoh nggak di banting nggak di injek2 ngg...",1,0
ka speaker nya ga nyala d cas juga ga mau,1,0
kecil cabe rawit suara nya ngebas juga jernih,5,0
"sungguh mengecewakan, baru 2 hari yang lalu beli..sekarang sudah mati total ga bisa di pake",1,0
"mantap, suaranya mantap, kemasan bagus,",4,0
keren banget musik box nya. suara super nge-bass. cocok banget dah buat yang suka musikan,5,1
barang sesuai pesanan kualitas suara bagus,5,0
sangat puas dengan sipkernya suaranya bagus dengan harga yg terjangkau 👍,5,0
minta warna putih malah di kirim warna hitam.....🤔 untung suara sama build quality nya ok... performance: suara nya bagus,5,0
terima kasih barang telah sampai dengan bagus & rapi barang juga bagus sesuai harga semoga sukses,5,0
bagus suaranya lembut ngebas gk kecewa deh berfungsi dengan baik,5,0
mantap harga bersahabat suara bass nya dapet .. rekomendasi dah..👍👍,5,0
"barang sudah sampai bagus sesuai gambar dan suaranya bersih, anak saya senang sekali,,",5,0
"mantap suara memuaskan,cukuplah buat harga segitu,makasii admin workit barangnya...👍",5,0
"terimakasih pesanan sudah sampai dengan aman,, pengemasan baik pengiriman cepat..",5,0
"barang nya jos, cepet nyampe nya, semoga ga kaya toko sebelah🔥🔥",5,0
tidak baik saya dapat yang mati gak bisa di pkek,1,0
"suara mantap, bass oke, keren lampu rgb 👍👍",5,0
barang nya cepat sampai pekingan nya sangat bagus tapi ada minis pecah sedikit,4,0
ok lahh dengan harga segitu suaranya tidak bisa di bilang jelek lumayan lah buat di kamar👍,5,0
"kejernihan lensa: bagus kualitas pengerjaan: keren abis keren pokok'a suara mantap bass mantap kualitas oke bngt, trmksh y,",5,0
pengiriman: dua hari sampai kwalitas:lumayan bagus sesuai pesanan.. cuman belum tau kekuatan batre belum di tes berapa jam pull batre&pull musik..,5,0
"barang udah sampai, kualitas audio okee lahh buat dengerin lagu kayak yg butuhin bass sprti a7x, slipknot, dll. so far so good",5,0
suara nya lumyaan sesuai harga...harga 100 g usah pgn spek tinggi bass kenceng...sgni mah udah terbilang cukup bagus harga sgtu...,4,0
mksih mendarat dengan aman...tp pesanya hitam...datengu putih...gk ap2...yg penting fungsi dengan baik...moga awet,5,0
"barangnya bagus, dan tidak ad lecet sm sekali",4,0
"bagus barangnya berfungsi dengam baik, packing aman",5,0
gila speaker nya keren abis suaranya mantap gak nyesal beli di sini,5,0
kecil kecil menggelegar.. awal ragu . pas barang sampe.. luar biasa mantul dah,5,0
wau sanagt mantul sanagt sesuwei sangat oke barng fuuuul suara y sayang baas y kurng kalah sama tribel y.tp oke lah harga jga trjangkau wah mantap lah oke bnget toko y am...,5,0
alhamdulillah barang udh ready walaupun telat estimasi nya .. barang bagus da gak ad cacat sedikit pun... mudah2n bisa berfungsi dgn baik...,4,0
mantap barangnya bagus sesuai yg di harap kan dan pengiriman nya oke pokok nya mantap bass nya enak,5,0
barang datang sesuai dengan gambar mulus...mantapp,5,0
sangat baik sampai ke tangan konsumen dan keamanannya sangat menjajikan,5,0
mantap sesuai pesanan tidak kecewa pokoknya,5,0
"oke bng ,barang suda sampai tujuan,barang sesuai bagus,packinge rapi.tidak ada kerusakan jos lah , pengiriman nya cepat .oke trimakasih warna.white",5,0
barang bagus tapi sayang batri cepat abis (lemah) k e c e w a,1,0
"barang nya bagus dan sesuai💯💯💯,pengirimanya cepat, packing nya rapih dan aman banget lah pokonya, pkonya the besttttt worth it bgt ini toko nya ga nyesel dehhh thanks,...",5,0
"barang rusak tapi gak mau di retur.., minta video unboxin terus , jangan beli disini",1,0
kecewa suwaranya jelek macet2 hilang2 sungguh kecewa,2,0
baik kurirnya ramah lecet di bagian belakang pengirimannya lambat,3,0
"ini knapa baru 1x dipake ndak knapa"" kok udah nggak bisa?.... b1 dlu",1,0
"barang udah sampai dengan dengan selamat,sangat bagus speker nya..normal suara nya bersih ngebas mantapppp",5,0
kualitas pengerjaan: bagus keamansn sangat lengkap performa: jernih,5,0
terimakasih bang... barangnya sudah datang dgn aman pekingnya rapi.. kurir ramah. suaranya mantuul bang,5,0
"udh smpe brg nya sesuai pesanan, bgs berfungsi dgn baik, packing aman gk ada yg cacat,pengiriman cpt,mksh untuk seller and kurirnya 🙏😊",5,0
"alhamdulillah pesanan sudah sampai dengan aman, dan barang berfungsi dengan baik, terimakasih buat toko dan juga mas kurirnya",5,0
"mantap lumayan bagus untuk harga segitu,cepat sampai berfungsi dengan baik",5,0
makasi kk barangnya bagus suaranya juga bagus😍😍😍,4,0
ga nyala nya anj percuma nunggu lama kalo ga nyala kontol,1,0
kejernihan lensa: bagus banget kualitas pengerjaan: bagus dan baik,5,0
wahh mantap joss spikernya kk sesuai pesanan makasi untuk kurirnya dangan tokonya selalu amanah,5,0
suaranya bagus tdak mengecewakan mantap dah pokoknya,4,0
"oke produk nya, cocok untuk di ruang, mantap lah pokoknya, tapi yang datang warna putih padahal pesannya warna hitam tapi gakpp",4,0
"barang nya sudah sampai dengan aman, tpi saya minta warna putih yg dikirim warna hitam.. untung suami saya mau warna hitam nya",5,0
suara ok mantap sangat puas makasih banyak 🙏,5,0
"oke barang mantap, sesuai di foto oke bnget",5,0
mantap mas barang nya bagus harga murah pengiriman cepat mantap mas,5,0
"mantap packing rapi dan pengiriman super cepat, baru pesan kemarin hari ini sdh datang.",5,0
kejernihan lensa: sangat cerah penuh warna kualitas pengerjaan: ok performa: bagus ngebasss buruan beli matappp,5,1
kejernihan lensa: baik kualitas pengerjaan: baik performa: baik,5,0
kualitas produk sangat baik 👍,5,0
suara nya mantap melebihi s220,5,0
mantaaap bos poko.a gk bakalan kecewa belanja di toko ini barang real poko.a mantap bos ku,5,0
"barang bagus sesuai pesanan,jangan ragu ges amanah ni toko mantapp..",5,0
kejernihan lensa: suaranya bgus,5,0
sangat puas dengan kualitas spikernya mantap,5,0
kualitas pengerjaan: bagus performa: bagus untuk harga under 100k udah bisa di bilang bagus sih,5,0
pakenya udah tiba..pekingan rapih..terimakasih,5,0
"bagus banget barangnya, sesuai dengan gambar. pokoknya beli di sini aman dan berkualitas💖🥰🥳🥳",5,0
bagus produk nya gk kecewa mantap pokok nya sesuai pesanan,5,0
"bagus ,barang nya real bgt 😊 blm d coba sich lagi di cas dulu barang nya sesuai pesanan😊",5,0
barang sesuai gak mengecewakan asli suka bgt rekomend dah..... buat yg lain,5,0
barang dah sampai semoga awet barangnya kualitas oke lah,4,0
kualitas bagus,5,0
alhmdulilah barang telah mendarat dengan selamat.langsung di coba dan berfungsi dengan baik.,5,0
barang nya mantappp tapi buat bas nya kurang ngebass tapi mantap lahhhhh good,5,0
"lumayan. sesuai harga dan pengiriman dikasih buber warp.. makasih seller dan sedoyo mawut, sampean tiang tiung🥴",4,0
baterai tidak awet cuma 2 jam udah habis kalau 70% 4 jam,3,0
"bagus, harganya ok",5,0
"barang sesuai bgus, suaranya mantulllll 👍😍😍",5,0
"paket aman,,,suara luman sesuai harga👍👍👍",5,0
mantap sesuai gambar pengiriman juga cepat kurir ramah the best lah 👍,5,0
real pick tpi belum dicoba nyala tdk nya,5,0
alhamdulilah pesanan sudah tiba dengan aman kualitas bagus,5,0
sumpah sih packingan nya aman banget barangnya baguss,5,0
"mantap pokoknya, peking ya rapi aman dah, nggak bakalan yesel dah",5,0
cepet smpe...trus barang dibungkus sangat aman dan clean,5,0
trimksih pket udah nympe bru smpt ksih ulasan alhamdulillah..normal suara jerni semoga awet,5,0
"kecewa tidak sesuai yang dipesan , malah yg dikirim merek armour sungguh disyankkan",2,0
paket sudah smpai bagus suara mantap,5,0
ini gimana maksudnya...kok pesan nya gak sesuai ...kecewa sangat,1,0
kualitas pengerjaan: bagus kejernihan lensa: ok,5,0
"barang cepet sampai, baru kemaren pesen, dan barangnya pick dan reel sesuai yg di iklankan",5,0
"barang suda sampai,mantap boss suara joss",5,0
"kurir amanah tokonx amanah, dan tiktok nx juga amanah mksh semuanya",5,0
"pecah , pada lepas semua ,tidak sesuai",1,0
brg sdh mendarat dgn selamat suara ny mantap,5,0
kualitas pengerjaan: ok kejernihan lensa: ok,5,0
suara jernih murcep speaker gak kaleng2,5,0
pekejing nya baguss saya suka dan cepat di antarnya enggak mengecewakan 👍,5,0
"pket sdh d trima dgn aman realpic sesuai iklan..., sdh d coba mantab...smga awet ...,jaya buat seller dan sehat trus buat kurirnya ...goodjob",5,0
suara sepeker nya pecah..suara nya gember,1,0
bosku kenapa speaker rusak gak mau sambing dengan bluetot,1,0
mantap kk barang sesuai pesanan toko amanah udah duakali belanja di toko ini amanah memuaskan,5,0
"barang nya tiba di lampung agak rusak bungkusnya, dan lecet sedikit",2,0
cara hidup kan blutut spker gimana,5,0
"barang sampai di lokasi, pas mau di cek tidak bisa nyala, saya kira batray'nya habis, saya colok kabel, setelah lama ternyata tidak bisa nyala, nyalanya harus pakai k...",1,0
review jujur ini speaker sedikit aneh dalam abis batre nya lsg 10% 10% gtu yah,3,0
sesuai pesanan barang bagus 👍,5,0
quality of work: baru seminggu sudah rusak,1,0
koq baru seharian nie d cas koq gk hidup hidup mau hdup harus d cas dulu aneh.... kecewa jelek barang nya,1,0
kualitas bagus suara nya ngebas mantul,5,0
ka ko sepikr blututnya mati gimna ini ka,1,0
bluetooth nya ngg bisa connect,4,0
"mantap barang sesuai pesanan,.👍👍👍",5,0
mantap barang sesuai pesanan peking rapih kurir baik,5,0
saya kecewa suaranya terputus2,1,0
"barang tidak sesuai, yg dikirim 10w, 1200mah baterai",1,0
sangat worth it semoga awet di buat kedepannya 👍👍,5,0
kejernihan lensa: mantab kualitas pengerjaan: keren performa: okey,5,0
produknya sesuai pesanan min bagus,3,0
paket sampai dengan aman...kurir ramah n cepat....terima kasih,5,0
barang nya bagus,5,0
sangat amanah semoga sukses sll tokohnya,5,0
suara enak dak bisa ringan untuk dibawa,3,0
"speaker nya dah sampai kk,amanah pokoknya👍",5,0
produk aman kemasan bagus rapi,5,0
ok marang mantappp sesuay pesanan pokok nya 👍👍👍,5,0
waw bagus dan keren,5,0
kejernihan lensa: bagus performa: keren,5,0
"lumayan,,cm bass kurang keluar",3,0
makasih buat semua barang bgus banget,5,0
sempat kecewa soal pengiriman nya yg gk jelas. tapi alhamdulillah paket mendarat dengan selamat,5,0
"keren, suara mantap dan rela pict",5,0
bagus barang nya.. amanah kurir nya ok udah langganan,5,0
realpick.. batre nya awet seharian,5,0
"alhamdulillah paketnya udah sampai dngn selamat, terimakasih bnyk kpada kurirnya dn tokonya smoga jaya selalu amiin yrb...😊👍👍",5,0
"bagus sekali spekernya,saya suka banget",5,0
amanah toko nya sesuai semoga berkah ters,5,0
